start
903
5
9
1007
5
4
1229
6
13
1336
8
14
1442
5
8
1443
6
14
1547
5
4
1550
6
11
1653
5
4
1656
6
13
1761
5
9
1762
5
14
1868
6
14
2184
5
9
2288
10
14
2392
6
14
2498
6
9
2602
5
4
2709
5
7
2710
5
14
2816
6
11
2921
5
14
3027
6
9
3028
5
14
3131
5
4
3134
5
9
3135
5
14
3238
6
13
3346
5
14
3557
6
14
3663
5
9
4189
6
9
4190
5
14
4293
6
14
4296
5
9
4503
9
9
4607
8
9
4609
6
13
5021
6
13
5127
7
8
5231
8
12
5545
7
6
5752
6
9
6275
6
7
6480
5
4
6588
8
14
6694
5
9
7319
5
6
7524
5
7
7735
5
4
8354
9
14
8460
7
14
8563
5
13
8564
5
14
8669
6
9
8773
7
6
8774
5
14
8880
7
9
8881
5
14
8984
8
14
9090
10
9
9194
6
11
9609
5
4
9714
8
13
9818
5
4
9820
5
9
10033
5
12
10353
5
12
10457
5
4
10462
5
14
10566
5
14
10568
5
9
10672
9
13
10776
5
4
10884
5
12
11709
5
4
11812
5
5
11920
5
11
12029
5
14
12135
6
9
12136
5
14
12449
6
14
15778
5
9
15883
6
7
16092
9
11
795
5
7
1229
6
14
1335
6
9
1443
6
11
1551
5
13
1762
8
14
1870
5
9
1974
6
9
2079
5
12
2185
5
12
2289
5
12
2394
7
14
2500
9
14
2605
7
14
2711
7
14
2816
6
13
2922
10
14
3028
10
14
3134
10
14
3238
5
4
3240
5
14
3345
5
12
3346
6
14
3451
7
14
3557
6
9
3558
5
14
3664
7
14
3769
5
14
3874
10
14
3980
7
13
4190
5
14
4295
5
13
4607
5
14
5337
5
12
5442
6
14
5546
5
14
5547
5
12
5651
5
13
5652
6
11
5755
7
13
5860
5
12
6588
9
14
6798
5
13
6904
6
11
7214
5
12
7317
5
13
7737
5
11
8248
5
14
8354
7
14
8459
5
14
8565
7
11
8669
5
13
8670
6
14
8775
6
12
8881
6
14
8984
5
4
9091
8
13
9195
5
14
9505
5
9
9611
6
13
9716
7
13
9821
5
10
9929
5
13
10143
8
14
10249
8
14
10355
7
14
10461
7
13
10567
8
13
10672
5
13
10778
6
13
11606
6
12
11710
7
13
11816
7
12
11920
7
10
12030
5
14
12136
10
14
12241
7
14
12347
5
14
12560
5
11
15884
6
13
3028
5
14
3134
5
9
3238
5
4
