start
13273
5
9
13582
5
9
13682
5
9
13883
6
9
13982
6
7
14775
7
7
15072
5
4
15182
5
14
15273
5
9
15279
5
14
15370
5
9
15376
5
14
15470
5
4
15574
5
9
13681
5
7
13791
5
14
14776
7
8
14876
6
7
15279
5
14
15370
8
9
15470
7
8
15279
5
14
15370
5
9
15470
5
4
