start
13591
6
9
13691
5
9
13991
5
6
14676
7
9
15269
5
9
15279
5
14
15370
6
9
15470
6
7
15571
5
6
13590
6
9
13691
6
7
13791
6
9
13891
5
7
14576
6
9
14676
7
9
14777
7
7
15269
8
9
15279
5
14
15370
5
9
15470
5
4
15571
7
6
15279
5
14
15370
5
9
15470
5
4
