start
144
5
1033
5
1231
5
1324
5
1329
5
1425
5
1430
9
1531
5
1629
5
1725
5
1730
6
1831
6
1929
6
2030
5
2225
5
3246
5
3342
5
3344
5
3440
9
3642
5
4415
5
5646
5
7025
7
7226
7
7324
5
7420
5
7425
5
7521
5
11553
6
12049
5
12147
8
12247
5
12345
7
12449
5
12450
5
12545
5
12549
6
12644
5
12947
5
13048
5
13146
5
13242
5
14556
5
14654
10
14752
7
14848
5
14952
6
15054
6
15868
5
17446
5
31093
5
31191
5
32255
5
32353
5
32449
6
32452
5
32550
6
32646
5
33158
5
33254
5
33259
5
33355
5
46
5
346
7
444
5
641
5
1130
5
1231
6
1329
5
1330
5
1425
5
1429
5
1431
5
1526
5
1531
5
1626
5
1931
5
2031
5
2850
5
2946
6
3145
8
3243
5
3342
5
3440
5
3638
5
3738
5
4316
5
4414
5
4415
5
4510
5
4513
5
4611
5
6827
9
6927
5
7021
5
7025
7
7124
5
7225
5
7226
5
7321
5
7425
5
11554
6
11652
6
11752
5
11951
5
12049
5
12050
6
12150
6
12248
7
12349
5
12447
5
12543
5
12644
5
12849
5
12947
5
13048
5
13146
5
13147
5
13242
5
13247
5
13343
5
14654
7
14752
5
14848
5
14854
5
15154
6
15868
5
15869
5
22124
5
30997
5
31191
6
32450
6
32550
10
33057
5
1231
5
1329
5
1425
5
