start
345
5
440
5
542
5
739
5
1128
5
1230
5
1726
5
1828
7
1930
5
3041
5
3042
5
3434
5
3438
5
3536
6
3540
5
3835
5
4314
5
5751
5
7019
5
11648
6
11651
5
11750
8
11843
5
11945
9
12043
5
12047
9
12146
7
12442
6
12842
6
12944
5
13046
5
14550
5
14652
5
139
5
240
5
340
5
342
5
345
5
444
5
636
5
1027
5
1129
5
1231
5
1623
7
1725
7
1828
7
1930
5
2842
5
2941
5
2944
5
3043
5
3138
6
3145
5
3238
5
3338
5
3340
5
3434
5
3535
5
3536
5
3638
5
4314
5
4413
5
4510
6
6040
5
6142
5
6330
5
6336
5
6432
5
6534
5
6722
5
6819
5
6824
5
6921
10
7023
8
7122
6
7222
6
11353
6
11549
9
11648
10
11651
5
11746
5
11750
9
11848
5
11945
6
12047
6
12145
10
12244
7
12247
5
12346
7
12444
6
12545
6
12648
5
12740
5
12842
8
12944
7
13043
5
13046
5
13145
6
13240
5
13342
5
13965
5
14063
5
14067
5
14457
5
14652
5
14747
5
14848
7
15047
5
15863
5
15865
5
30697
6
32150
5
32246
5
32343
6
32442
5
32445
5
32544
8
3437
5
3539
5
5751
5
12842
5
12944
5
13046
5
