start
3979
6
12
4083
7
9
4188
5
4
5957
6
12
5960
5
4
6476
6
8
6578
5
14
6580
7
9
6683
6
9
6787
5
4
6889
5
5
8555
5
14
8556
7
9
8660
6
6
8763
6
7
11282
5
14
11284
7
9
11387
6
9
11488
5
14
11491
5
4
11593
6
9
11694
5
14
11697
6
5
11799
5
4
11800
5
9
11901
7
14
11904
6
8
12006
9
11
12110
6
5
12212
7
12
13994
5
6
14401
5
14
14404
8
9
16742
5
9
16843
5
14
16846
5
4
16948
9
14
17052
5
4
17053
5
9
17155
8
14
17157
5
4
17259
5
6
17361
9
14
17465
5
9
18179
5
9
18283
6
6
21051
6
6
21154
5
14
21156
7
8
21363
8
8
21464
5
14
21569
5
9
21673
5
6
22604
5
8
22806
5
14
22911
6
9
23422
5
14
23629
6
11
23733
8
8
25408
5
12
28411
5
6
29335
5
4
34168
5
10
34272
5
5
34782
5
14
35093
8
7
36767
8
13
36869
5
14
36872
5
8
36974
5
9
37284
5
12
37388
5
8
407
7
14
512
6
14
514
5
4
616
5
13
722
6
9
823
8
14
825
5
9
928
10
13
1137
5
14
1244
5
4
1454
5
14
1559
6
9
1663
6
9
1766
8
13
1974
5
11
2730
6
11
2834
7
14
2939
7
8
3039
10
13
3246
5
11
3248
5
14
3352
7
14
3457
7
9
3560
6
13
3561
6
14
3665
8
14
3768
7
14
3978
8
14
4082
7
14
4083
6
9
4187
9
9
4289
5
14
4393
5
12
4394
6
9
4600
5
9
4601
6
14
4705
7
14
4706
5
9
4807
5
12
4810
7
9
5546
5
13
5649
5
12
5753
6
9
5855
6
14
5857
7
7
5956
5
14
5958
5
8
6060
6
14
6061
5
9
6163
6
14
6165
7
9
6268
10
14
6371
5
14
6373
6
9
6476
5
9
6577
5
14
6580
10
9
6681
5
14
6683
5
9
6784
5
14
6786
8
9
6889
5
9
7093
5
11
7196
10
11
7300
6
7
8247
5
11
8349
5
14
8454
8
9
8554
5
14
8556
5
9
8659
5
9
8660
5
4
8763
5
4
8968
7
9
9170
5
11
9475
10
14
9580
7
14
9680
5
11
9681
5
14
9786
7
14
9891
6
14
10100
6
12
10204
5
11
11075
5
14
11180
8
14
11283
6
14
11284
5
4
11488
5
14
11490
5
9
11491
5
4
11593
6
9
11694
5
14
11697
6
6
11798
6
14
11799
8
9
11901
5
14
11903
9
9
12004
5
14
12006
5
9
12108
5
14
12110
5
4
12213
10
9
12314
5
13
12317
9
8
12421
7
7
12625
5
7
12825
7
14
12930
5
9
13134
5
11
13786
6
9
13888
5
14
13890
6
9
13993
9
12
14097
5
4
14197
7
14
14301
5
9
14403
10
14
14505
5
14
14507
6
8
14610
12
14
14714
5
14
14819
7
14
14923
5
12
15236
5
14
15340
5
14
15444
5
14
15445
7
9
15550
6
9
15652
8
13
16739
5
14
16744
5
4
16844
6
12
16947
7
14
16948
5
8
17050
5
14
17052
8
9
17155
6
13
17257
5
9
17360
6
14
17361
9
9
17465
7
9
17567
5
14
17568
5
10
17569
5
4
17672
6
9
17776
8
8
17977
5
10
18178
5
12
18181
5
4
18282
7
8
18385
7
10
18487
7
14
19375
7
14
19477
5
12
19582
6
7
20004
6
7
20108
11
14
20214
6
14
20320
5
14
20425
5
9
20529
9
9
20632
6
13
20633
7
14
20736
5
6
20839
6
13
20944
5
11
21048
5
12
21052
5
9
21156
7
9
21256
6
14
21359
5
14
21361
5
9
21464
6
14
21465
6
8
21569
7
9
21672
6
8
22501
6
9
22602
5
9
22605
5
4
22704
5
14
22706
8
8
22806
5
14
22808
6
9
22909
5
14
22911
5
9
22913
5
4
23014
8
9
23117
5
9
23118
5
4
23221
6
6
23321
5
14
23323
7
8
23426
6
7
23529
6
8
23628
5
14
23629
5
9
23630
5
4
23733
10
9
24039
5
14
24041
6
9
24144
6
9
25305
11
14
25408
8
14
25511
9
14
25616
7
9
25720
7
9
25824
9
14
26033
6
9
26137
6
6
26244
9
14
26348
6
14
26558
8
14
26663
8
9
26767
9
12
26872
6
8
28104
5
10
28206
7
14
28311
5
9
28412
5
13
28414
5
9
28514
6
14
28619
5
9
29030
7
7
29130
7
14
29233
5
14
29335
5
13
29336
7
14
30976
5
12
32898
6
11
33757
5
14
33862
6
8
33965
5
6
34064
5
14
34066
5
9
34169
5
11
34170
5
4
34269
5
14
34374
7
10
34579
7
12
34683
5
4
34887
6
12
35092
11
12
36460
5
12
36767
6
14
36768
5
9
36870
7
14
36972
5
14
37077
9
14
37079
5
4
37181
5
4
37182
5
9
37491
5
8
45088
5
9
45192
5
4
45291
5
4
46780
5
13
46782
7
9
46884
7
14
46886
5
4
46987
8
14
47089
5
11
2629
5
9
2733
5
4
2937
5
14
3042
5
9
6476
5
9
8660
5
4
8968
6
8
11488
5
14
11593
5
9
11697
5
4
11901
5
14
12006
5
9
12110
5
4
14403
5
9
17155
5
14
20635
5
14
20740
5
9
20844
5
4
22704
5
7
23118
5
4
23426
6
6
23628
5
14
23733
8
9
23837
7
6
28516
5
6
29335
5
7
29439
5
4
34269
5
14
34272
6
9
34374
6
10
34478
5
4
