start
408
5
7
512
5
13
821
6
12
1450
6
13
2728
5
14
2833
5
9
2937
8
9
3456
6
7
3873
8
13
3978
7
14
4082
6
14
4083
9
9
4187
8
9
4289
5
14
4291
5
8
4391
6
14
4394
5
9
4494
5
14
4498
5
4
4599
6
10
4703
5
4
5750
5
14
5957
5
14
6060
6
14
6062
7
9
6166
10
13
6370
6
14
6474
5
14
6579
8
9
6683
5
4
6784
7
12
6888
5
4
8451
5
9
8555
7
11
8657
7
14
8659
5
9
8763
6
6
9374
6
8
9784
6
12
10102
5
8
10973
6
14
11078
6
9
11182
5
4
11285
5
4
11387
5
9
11592
11
14
11696
5
4
11697
5
9
11798
7
14
11901
6
14
12006
5
9
12109
6
14
12110
5
4
12211
5
14
12213
6
9
13786
6
13
13787
6
8
14299
5
14
14404
7
9
14507
5
9
14508
5
4
14611
8
9
14715
5
4
15339
6
13
15445
5
13
15447
5
9
15550
5
10
15755
6
11
16639
7
9
16844
7
13
16846
5
9
17153
10
14
17257
8
13
17361
7
14
17466
6
9
17565
6
14
17774
5
10
18179
5
9
18283
6
10
20109
7
8
20529
5
7
20945
8
12
21154
7
13
22704
5
9
22808
10
9
22912
6
6
23116
9
9
23220
5
4
23629
7
12
23630
5
4
23733
5
4
24041
5
9
24145
5
4
25306
5
9
25408
5
9
25512
8
7
25820
5
11
26453
5
6
28203
8
14
29233
5
9
29439
8
8
33758
5
9
33860
5
9
33862
5
4
33964
5
4
36870
5
14
36871
5
4
36973
8
13
36975
5
9
37387
6
11
37490
5
10
304
11
14
409
5
9
512
9
14
615
5
14
617
5
9
722
5
9
825
7
13
929
5
13
1034
6
13
1138
9
14
1243
8
12
1244
6
14
1347
7
14
1453
6
13
1662
8
14
1663
5
9
1765
6
13
1767
5
8
1871
5
8
1975
7
11
2730
9
9
2833
7
14
2936
6
14
3038
5
12
3247
7
14
3456
7
13
3457
6
14
3562
6
9
3665
7
14
3769
7
13
3770
5
14
3874
9
14
3978
7
13
3979
6
14
4082
6
14
4083
7
8
4185
5
14
4187
6
8
4290
