start
141
5
243
5
245
5
345
5
1427
5
1529
5
1726
6
1828
5
1925
5
2842
5
3046
5
3638
5
7122
5
7125
5
7224
5
11447
5
11549
5
11648
6
11651
6
11748
5
11750
7
11850
5
11946
5
11952
5
12045
5
12147
5
12246
5
12444
5
12546
7
12842
5
12944
5
13046
5
13145
5
14551
5
14653
5
14947
5
15152
5
15866
5
32249
5
32351
5
41
5
140
5
143
6
240
5
242
5
834
5
1026
5
1127
5
1224
5
1229
5
1326
5
1624
5
1724
5
1726
5
1826
5
2025
5
2742
5
2842
5
3042
5
3137
5
3144
5
3239
5
3341
5
3434
5
3437
5
3533
5
3536
5
3635
5
3638
5
3737
5
4314
5
6820
5
7019
7
7121
5
11448
5
11451
5
11550
5
11553
5
11652
5
11844
5
11944
5
11946
5
12043
5
12046
5
12145
6
12148
5
12243
5
12244
5
12247
5
12345
6
12542
5
12546
6
12644
5
12743
5
12842
5
12944
5
12948
5
13042
5
13046
5
13142
5
13144
5
13346
5
13961
5
14063
5
14549
5
14648
6
14651
5
14750
6
14847
5
27428
5
29357
5
31089
5
32253
5
32350
5
32545
5
12842
5
12944
5
13046
5
