start
24137
5
14
24255
5
9
24378
5
4
2404
5
14
2522
5
9
2645
5
4
9674
5
9
18540
5
14
18658
5
9
24137
5
14
24253
5
4
24255
5
9
24378
5
4
25534
5
8
24137
5
14
24255
5
9
24378
5
4
